rpKey,Agnc,CarRail_DO,CarRail_PT,CarRail_check,CarRail_time,ComBus_DO,ComBus_PT,ComBus_check,ComBus_time,Fnl_Cmmnt,Fstp_grnt,TrBus_DO,TrBus_PT,TrBus_check,TrBus_time,Yr,address,agentype,busRT_DO,busRT_PT,busRT_check,busRT_time,cap_res_fund,city,cng_do_CB,cng_do_RB,cng_do_demand,cng_do_fixed,cng_do_route,cng_nar,cng_pt_CB,cng_pt_RB,cng_pt_demand,cng_pt_fixed,cng_pt_route,comrail_DO,comrail_PT,comrail_check,comrail_time,cont_res,debt_ser_fund,dec_res,dem_DO,dem_PT,dem_Tax,dem_check,dem_time,deprec,dev_DO,dev_PT,dev_check,dev_time,dfc_do_CB,dfc_do_RB,dfc_do_demand,dfc_do_fixed,dfc_do_route,dfc_do_van,dfc_nar,dfc_pt_CB,dfc_pt_DT,dfc_pt_RB,dfc_pt_com,dfc_pt_demand,dfc_pt_ferry,dfc_pt_fixed,dfc_pt_route,elc_do_SR,elc_do_TB,elc_do_fixed,elc_do_light,elc_nar,elc_pt_SR,elc_pt_TB,elc_pt_fixed,elc_pt_light,execname,exectitle,fed_other_grnt,ferry_DO,ferry_PT,ferry_check,ferry_time,fix_DO,fix_PT,fix_check,fix_time,fta_5307_grnt,fta_5307_op,fta_5307_prv,fta_5309_grnt,fta_5310_grnt,fta_5311_grnt,fta_5311_op,fta_5316_grnt,fta_5316_op,fta_cg_other_spec,fta_op_other_spec,fta_other_op,fte_do_CB,fte_do_RB,fte_do_SR,fte_do_TB,fte_do_demand,fte_do_fixed,fte_do_light,fte_do_route,fte_do_van,fte_nar,fte_pt_CB,fte_pt_DT,fte_pt_RB,fte_pt_SR,fte_pt_TB,fte_pt_com,fte_pt_demand,fte_pt_ferry,fte_pt_fixed,fte_pt_light,fte_pt_route,gen_fund,gfc_do_CB,gfc_do_RB,gfc_do_demand,gfc_do_fixed,gfc_do_route,gfc_do_van,gfc_nar,gfc_pt_CB,gfc_pt_DT,gfc_pt_RB,gfc_pt_demand,gfc_pt_fixed,gfc_pt_route,inc_res,insur_fund,interest,lightrail_DO,lightrail_PT,lightrail_check,lightrail_time,local_cap_invest,mvet,oex_do_CB,oex_do_RB,oex_do_SR,oex_do_TB,oex_do_demand,oex_do_fixed,oex_do_light,oex_do_route,oex_do_van,oex_nar,oex_pt_CB,oex_pt_DT,oex_pt_RB,oex_pt_SR,oex_pt_TB,oex_pt_com,oex_pt_demand,oex_pt_ferry,oex_pt_fixed,oex_pt_light,oex_pt_route,oper_res,other_ad,other_bal_expl,other_bal_spec,other_balace,other_expend,other_gain,other_int,other_rev,other_rev_spec,phone,principal,psgr_do_CB,psgr_do_RB,psgr_do_SR,psgr_do_TB,psgr_do_demand,psgr_do_fixed,psgr_do_light,psgr_do_route,psgr_do_van,psgr_nar,psgr_pt_CB,psgr_pt_DT,psgr_pt_RB,psgr_pt_SR,psgr_pt_TB,psgr_pt_com,psgr_pt_demand,psgr_pt_ferry,psgr_pt_fixed,psgr_pt_light,psgr_pt_route,rev_do_CB,rev_do_RB,rev_do_SR,rev_do_TB,rev_do_demand,rev_do_fixed,rev_do_light,rev_do_route,rev_do_van,rev_nar,rev_pt_CB,rev_pt_DT,rev_pt_RB,rev_pt_SR,rev_pt_TB,rev_pt_com,rev_pt_demand,rev_pt_ferry,rev_pt_fixed,rev_pt_light,rev_pt_route,rvh_do_CB,rvh_do_RB,rvh_do_SR,rvh_do_TB,rvh_do_demand,rvh_do_fixed,rvh_do_light,rvh_do_route,rvh_do_van,rvh_nar,rvh_pt_CB,rvh_pt_DT,rvh_pt_RB,rvh_pt_SR,rvh_pt_TB,rvh_pt_com,rvh_pt_demand,rvh_pt_ferry,rvh_pt_fixed,rvh_pt_light,rvh_pt_route,rvm_do_CB,rvm_do_RB,rvm_do_SR,rvm_do_TB,rvm_do_demand,rvm_do_fixed,rvm_do_light,rvm_do_route,rvm_do_van,rvm_nar,rvm_pt_CB,rvm_pt_DT,rvm_pt_RB,rvm_pt_SR,rvm_pt_TB,rvm_pt_com,rvm_pt_demand,rvm_pt_ferry,rvm_pt_fixed,rvm_pt_light,rvm_pt_route,sales_tax,st_cg_other,st_cg_other_spec,st_cg_regmg,st_cg_rmg,st_cg_sng,st_cg_ste,st_ct_van,st_op_other,st_op_other_spec,st_op_regmg,st_op_rmg,st_op_sng,st_op_ste,st_op_stod,state,sysname,systype,techemail,techname,techphone,tvh_do_CB,tvh_do_RB,tvh_do_SR,tvh_do_TB,tvh_do_demand,tvh_do_fixed,tvh_do_light,tvh_do_route,tvh_do_van,tvh_nar,tvh_pt_CB,tvh_pt_DT,tvh_pt_RB,tvh_pt_SR,tvh_pt_TB,tvh_pt_com,tvh_pt_demand,tvh_pt_ferry,tvh_pt_fixed,tvh_pt_light,tvh_pt_route,tvm_do_CB,tvm_do_RB,tvm_do_SR,tvm_do_TB,tvm_do_demand,tvm_do_fixed,tvm_do_light,tvm_do_route,tvm_do_van,tvm_nar,tvm_pt_CB,tvm_pt_DT,tvm_pt_RB,tvm_pt_SR,tvm_pt_TB,tvm_pt_com,tvm_pt_demand,tvm_pt_ferry,tvm_pt_fixed,tvm_pt_light,tvm_pt_route,unrest_cash,utility_tax,van_DO,van_PT,van_check,van_time,web,work_cap,zip
26B84A2F-3B26-4F0A-9168-7D39A80B8504,kitsap,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143466.0,444498.0,,7612.0,Kitsap Harbor Tours	42650		,,,,,,42650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.30,145.50,,,5.50,Kitsap Harbor Tours	4.3		,,,,,,,,4.3,,,,,,,0.0,,,52684.0,BDCC Transport	58		,,58.0,,,,,,,,,,,,,,,,,,9723702.0,17350322,,,967348,Kitsap Harbor Tours	922721		/BDCC Transport	3101		,,4928,,,,,,2176748.0,,,,,,,,,,,,,,,,,,,,283598.0,2967591,,,226339,Kitsap Harbor Tours	450732		/BDCC Transport	118		,,118.0,,,,,,450732.0,,,,,,,,298168.0,5145340,,,589039,Kitsap Harbor Tours	779834		/BDCC Transport	248		,,248.0,,,,,,779834.0,,,,,,,,80767.0,121062.00,,,31049.0,Kitsap Harbor Tours	6189		/BDCC Transport	39		,,39.0,,,,,,6189.0,,,,,,,,1234202.0,1974258,,,961211,Kitsap Harbor Tours	47174		/BDCC Transport	1156		,,1156.0,,,,,,47174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86234.0,141797.0,,,31049.0,Kitsap Harbor Tours	6284		/BDCC Transport	39		,,39.0,,,,,,6284.0,,,,,,,,1359397.0,2424272,,,961211,Kitsap Harbor Tours	48224		/BDCC Transport	1156		,,1156.0,,,,,,48224.0,,,,,,,,,,,,
8A18B5E1-836C-4D3E-8F1F-DCBA62C4A0BD,link,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.0,192159.0,48340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.30,65.40,,13.2,,,,,,,,,,,,,,,,,18363.0,21087.0,5305.0,,Provide-A-Ride	12		/Wenatchee Mobility	170		/Lake Chelan Hospital	614		,,,,795.0,,,,,,,,,,,,,,,,1631762.0,6925499,,1418476.0,,Provide-A-Ride	2617		/Wenatchee Mobility	15698		/Lake Chelan Hospital	42431		,,,,,,,62344,,,,,,,,,,,,,,,,,,,,,52807.0,817073,,73559.0,,Provide-A-Ride	56		/Wenatchee Mobility	424		/Lake Chelan Hospital	3416		,,,,,,,3896,,,,,,,,,42568.0,613121,,55495.0,,Provide-A-Ride	84		/Wenatchee Mobility	636		/Lake Chelan Hospital	992		,,,,,,,1712.0,,,,,,,,,17900.0,62111.00,,12748.0,,Provide-A-Ride	18		/Wenatchee Mobility	107		/Lake Chelan Hospital	290		,,,,,,,415.0,,,,,,,,,197217.0,1262108,,317069.0,,Provide-A-Ride	176		/Wenatchee Mobility	2547		/Lake Chelan Hospital	9204		,,,,,,,11927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19362.0,66260.0,,14210.0,,Provide-A-Ride	18		/Wenatchee Mobility	107		/Lake Chelan Hospital	290		,,,,,,,415.0,,,,,,,,,227541.0,1320226,,356965.0,,Provide-A-Ride	176		/Wenatchee Mobility	2547		/Lake Chelan Hospital	9204		,,,,,,,11927,,,,,,,,,,,,,
55F04A52-BBDF-4EFA-9254-1C53AA49BAD9,Makah Nation,,,,,,,,,,,,,,,2013,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4378.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,14711173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5228,,,,,,,,,,,,,,,,,,,,,77530,,,,,,,,,,,,,,,,,,,,,2529.00,,,,,,,,,,,,,,,,,,,,,39400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529.0,,,,,,,,,,,,,,,,,,,,,39400,,,,,,,,,,,,,,,,,,,,,,,,
956B5B16-431B-43FA-A194-E82C00B7BE27,mason,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7773.00,,49780.0,,71357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,22.30,,,24.7,0.62,Shelton School District #309	.8	After school activities route	,,,,,,,,,,,0.8,,,,,,,21989.0,,,,,,,,,,,,,,,,,323356.0,,,,2101812.0,,,2964094.0,162462,Shelton School District #309	85993	After school activities route	,,,,,,,,,,,85993,,,,,,,,,,,,,27145,,,,53582.0,,,442239.0,42956,"Shelton School District #309	12,469	After school activities route	",,,,,,,,,,,12469,26411.0,,,,,,,285370.0,175153,,,,,,,,,,,,,2666.00,,,,21093.0,,,24670.0,5228.0,"Shelton School District #309	1,654	After school activities route	",,,,,,,,,,,1654.0,58991,,,,349177.0,,,536864.0,280849,"Shelton School District #309	30,232	After school activities route	",,,,,,,,,,,30232,,,,,,,,,,,,,,,,,,,,,,2840.0,,,,26281.0,,,28758.0,5288.0,"Shelton School District #309	1,654	After school activities route	",,,,,,,,,,,1654.0,59056,,,,378168.0,,,542086.0,280849,"Shelton School District #309	30,232	After school activities route	",,,,,,,,,,,30232,,,,,,,,,
82A7F657-5EF2-42BF-BF8E-F923D57E0660,pacific,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90,6.00,,,,,,,,,,,,,,,,,,,10409.0,0.0,,,,,,,,,,,,,,,,,,,,,,,568978.0,908888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11680.0,115286,,,,,,,,,,,,,,,,,,,,5334.0,35702,,,,,,,,,,,,,,,,,,,,7206.0,12520.00,,,,,,,,,,,,,,,,,,,,89064.0,321481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8096.0,12919.0,,,,,,,,,,,,,,,,,,,,10071.0,332451,,,,,,,,,,,,,,,,,,,,,,,,
C66EE5CF-DDE8-463B-AED4-35198C630678,pierce,,,,,,,,,,,,,,,2013,,,,,,,,,,,,1338548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,117158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00,537.00,,,24.00,,,,,,,,,,,,,,,,114544.0,,,361907.0,First Transit	305670		,,,,305670.0,,,,,,,,,,,,,,,,5995486.0,49166871,,,4139555,First Transit	6716843		,,,,,,,10614230,,,,,,,,,,,,,,,,,,,,,114577.0,10349186,,,926359,First Transit	256725		,,,,,,,256725,,,,,,,,,95710.0,8952628,,,3047890,First Transit	6716843		,,,,,,,169952.0,,,,,,,,,46827.0,373701.00,,,144384.0,First Transit	117829		,,,,,,,117829.0,,,,,,,,,627319.0,4287953,,,4869229,First Transit	1705954		,,,,,,,1705954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51547.0,412704.0,,,144384.0,First Transit	130945		,,,,,,,130945.0,,,,,,,,,704709.0,5005473,,,4869229,First Transit	1947705		,,,,,,,1947705,,,,,,,,,,,,,
ABBD01A7-7E5B-457D-9E62-206F60C5355C,pullman,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,93400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,27.91,,,,,,,,,,,,,,,,,,,10389.0,,,,,,,,,,,,,,,,,,,,,,,,1011683.0,3203661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17778.0,1400710,,,,,,,,,,,,,,,,,,,,5635.0,1894811,,,,,,,,,,,,,,,,,,,,7279.0,28561.00,,,,,,,,,,,,,,,,,,,,66883.0,350893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7730.0,30075.0,,,,,,,,,,,,,,,,,,,,68889.0,375456,,,,,,,,,,,,,,,,,,,,,,,,
F5AB5C71-BC3A-4CBF-B950-09619F5B547A,Quileute Nation,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,675.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0.00,0.00,0.0,3.0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0,0,0.0,0,0.0,252913.0,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5122.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,129376.0,0,,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,,,,,,,,,
E3AF4CE1-CBEE-43F0-87A2-FF2FFE23EE56,selah,,,,,,,,,,,,,,,2013,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,12523.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,3.0,,,,,,,,,,,,,,2637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,62681,,237228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3818,,86738.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,1833.0,,3730.0,,,,,,,,,,,,,,,,,,,20206,,50715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2046.0,,3840.0,,,,,,,,,,,,,,,,,,,23457,,52833.0,,,,,,,,,,,
C73E7F49-391D-4F5E-911C-BC5C2AC7F5F9,skagit,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51820.00,,36611.0,120968.0,23212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.30,,,,31.60,50.40,,4.3,2.30,,,,,,,,,,,,,,,,,,,63508.0,,,,,,,,,,,,,,,,,909728.0,,,,2829929.0,4978898,,685377.0,556868,,,,,,,,,,,,,,,,,,,,,,,,,109897,,,,55204.0,625234,,19734.0,126746,,,,,,,,,,,,,152964.0,,,,7478.0,310058,,7950.0,492806,,,,,,,,,,,,,7536.00,,,,25516.0,48715.00,,6712.0,28673.0,,,,,,,,,,,,,259160,,,,280381.0,731169,,114688.0,1056349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8131.0,,,,27200.0,51155.0,,7042.0,28673.0,,,,,,,,,,,,,266746,,,,328115.0,754765,,144836.0,1056349,,,,,,,,,,,,,,,,,,,,,
20CEE2BF-148F-4BE7-8BB7-4D1C9C7036A1,sound,,,,,,,,,,,,,,,2013,,,,,,,,,240885.0,0.0,0.0,0.0,0.0,"Pierce Transit	240,885	Commuter Bus - Directly Operated	",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2373473.00,0.0,0.0,0.0,0.0,0.0,"BNSF	1,193,706	Commuter Rail - Purchased Transportation	/Community Transit	805,886	Commuter Bus - Purchased Transportation	/King County Metro	1,231,992	Commuter Bus - Directly Operated	/Pierce Transit	1,141,481	Commuter Bus - Directly Operated	",805886.0,0.0,0.0,1193706,0.0,0.0,0.0,0.0,419130.0,0,0.0,16576246,"King County Metro	16,576,246	Light Rail - Directly Operated	",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,445.10,0.0,27.0,0.0,0.00,0.00,474.5,0.0,0.00,King County Metro	161.58	Light Rail - Directly Operated	/Pierce Transit	168.50	Commuter Bus - Directly Operated	/King County Transit	226.24	Commuter Bus - Directly Operated	,155.4,0.0,0.0,0.0,0.0,66.7,0.00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,86570751.0,0.0,4243373,0,0.0,0,52903983.0,0.0,0,"BNSF	8,636,148	Commuter Rail - Purchased Transportation	/King County Metro	27,770,963	Light Rail - Directly Operated	/Community Transit	16,402,919	Commuter Bus - Purchased Transportation	/King County Metro	42,188,978	Commuter Bus - Directly Operated	/Pierce Transit	33.053,475	Commuter Bus - Directly Operated	",19529501.0,0,0.0,0.0,0.0,38593006.0,0,0.0,0.0,0.0,0,,,,,,,,,,,,,13378089,0.0,962306.0,0,0.0,0,9730027,0.0,0,"BNSF	2,968,041	Commuter Rail - Purchased Transportation	/King County Metro	9,730,027	Light Rail - Directly Operated	/Community Transit	3,226,043	Commuter Bus - Purchased Transportation	/King County Metro	8,952,534	Commuter Bus - Directly Operated	/Pierce Transit	4,425,555	Commuter Bus - Directly Operated	",3226043,0.0,0.0,0.0,0.0,2968041,0,0.0,0.0,0.0,0,24098045.0,0.0,0.0,0,0.0,0,14845952.0,0.0,0,"BNSF	9,484,285	Commuter Rail - Purchased Transportation	/King County Metro	14,845,952	Light Rail - Directly Operated	/Community Transit	8,503,041	Commuter Bus - Purchased Transportation	/King County Metro	14,583,312	Commuter Bus - Directly Operated	/Pierce Transit	9,514,733	Commuter Bus - Directly Operated	",8503041.0,0.0,0.0,0.0,0.0,9484285.0,0.0,0.0,0.0,0.0,0.0,456817.00,,9835.0,,,,141001.0,,,"BNSF	49,257	Commuter Rail - Purchased Transportation	/King County Metro	141,001	Light Rail - Directly Operated	/Community Transit	89,777	Commuter Bus - Purchased Transportation	/King County Metro	252,574	Commuter Bus - Directly Operated	/Pierce Transit	204,243	Commuter Bus - Directly Operated	",89777.0,,,,,49257.0,,,,,,9106695,0.0,75996.0,0,0.0,0,2644107,0.0,0,"BNSF	1,636,847	Commuter Rail - Purchased Transportation	/King County Metro	2,644,107	Light Rail - Directly Operated	/Community Transit	2,447,633	Commuter Bus - Purchased Transportation	/King County Metro	4,058,738	Commuter Bus - Directly Operated	/Pierce Transit	5,047,957	Commuter Bus - Directly Operated	",2447633,0.0,0.0,0.0,0.0,1636847,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,561756.0,0.0,9969.0,0.0,0.0,0.0,148880.0,0.0,0.0,"BNSF	54,536	Commuter Rail - Purchased Transportation	/King County Metro	148,880	Light Rail - Directly Operated	/Community Transit	142,410	Commuter Bus - Purchased Transportation	/King County Metro	289,898	Commuter Bus - Directly Operated	/Pierce Transit	271,858	Commuter Bus - Directly Operated	",142410.0,0.0,0.0,0.0,0.0,54536.0,0.0,0.0,0.0,0.0,0.0,11760847,0.0,76278.0,0,0.0,0,2759589,0.0,0,"BNSF	1,671,930	Commuter Rail - Purchased Transportation	/King County Metro	2,759,589	Light Rail - Directly Operated	/Community Transit	3,359,966	Commuter Bus - Purchased Transportation	/King County Metro	4,610,129	Commuter Bus - Directly Operated	/Pierce Transit	7,150,718	Commuter Bus - Directly Operated	",3359966,0.0,0.0,0.0,0.0,1671930,0,0.0,0.0,0.0,0,,,,,,,,,
5D0B840C-D275-47C2-9266-80E316866B36,spokane,,,,,,,,,,,,,,,2013,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,105106.0,1103570.0,,,"MV Public Transportation, Inc.	126089		",,,,,126089.0,,,,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.42,363.50,,,2.60,"MV Public Transportation, Inc.	52.81		",,,,,,,52.81,,,,,,,,37452.0,,,78408.0,"MV Public Transportation, Inc.	24413		",,,,24413.0,,,,,,,,,,,,,,,,8277213.0,44182679,,,821151,"MV Public Transportation, Inc.	3767253		",,,,,,,3767253,,,,,,,,,,,,,,,,,,,,,251273.0,11087049,,,241257,"MV Public Transportation, Inc.	231765		",,,,,,,231765,,,,,,,,,444397.0,9019785,,,709604,"MV Public Transportation, Inc.	190595		",,,,,,,190595.0,,,,,,,,,82630.0,383357.00,,,34313.0,"MV Public Transportation, Inc.	80592		",,,,,,,80592.0,,,,,,,,,1215021.0,5317034,,,1126943,"MV Public Transportation, Inc.	1302971		",,,,,,,1302971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88750.0,405312.0,,,34313.0,"MV Public Transportation, Inc.	90147		",,,,,,,90147.0,,,,,,,,,1321903.0,5805943,,,1126943,"MV Public Transportation, Inc.	1493717		",,,,,,,1493717,,,,,,,,,,,,,
2B736AC7-F99B-4A0E-B58C-24FA3FADB9A7,Spokane Tribe of Indians,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,4.00,,,,,,,,,,,,,,,,,,,706.0,12992.0,,4500.0,,,,,,,,,,,,,,,,,,,,,18119.0,348321,,,11260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,7603,,,17248,,,,,,,,,,,,,,,,,,,,,3186,,,,,,,,,,,,,,,,,234.0,4856.00,,,2408.0,,,,,,,,,,,,,,,,,8498.0,116435,,,56725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0,6552.0,,,,,,,,,,,,,,,,,,,,18469.0,120225,,,57512,,,,,,,,,,,,,,,,,,,,,
00A0339C-4C6F-4E72-89F4-718D960F2831,Squaxin Island Tribe,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.00,,,,,,,,,,,,,,,,,,,,,39221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.0,,,,,,,,,,,,,,,,,,,,,39221,,,,,,,,,,,,,,,,,,,,,,,,
F843E7B5-19CA-44C3-ADED-5DFBA8BDE486,Stillaguamish Tribe of Indians,,,,,,,,,,,,,,,2013,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488327.0,,,,103696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11235.0,,,,11351,,,,,,,,,,,,,,,,,0.0,,,,11302,,,,,,,,,,,,,,,,,3333.0,,,,3302.0,,,,,,,,,,,,,,,,,80839.0,,,,146960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,,,,3302.0,,,,,,,,,,,,,,,,,80839.0,,,,146960,,,,,,,,,,,,,,,,,,,,,
712EAF47-0B2A-4BF3-8DBD-26F5822380AC,asotin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,6.50,,,1.00,,,,,,,,,,,,,,,,4922.0,17838.0,,10778.0,,,,,,,,,,,,,,,,,,,,,165843.0,623714,,,53301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7001.0,58871,,,28440,,,,,,,,,,,,,,,,,7144.0,29484,,,73814,,,,,,,,,,,,,,,,,2788.0,8750.00,,,3138.0,,,,,,,,,,,,,,,,,31680.0,136767,,,132201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198.0,9127.0,,,3478.0,,,,,,,,,,,,,,,,,33641.0,140384,,,135386,,,,,,,,,,,,,,,,,,,,,
1C66E5C3-CA2C-4EAD-9208-7CB156835995,ben franklin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5378.0,471470.0,,3817.0,ARC	5278		,,,,,5278.0,,,,,,12168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.00,120.00,,,10.00,,,,,,,,,,,,,,,,303232.0,,,291229.0,ARC	31145		,,,,31145.0,,,,,,,,,,,,,,,,11134188.0,13751054,,,2885367,,,1694496,,,,,895170,,,,,,,,,,,,,,,,,,,,,308232.0,2789196,,,861586,,,88883.0,,,,,69499,,,,,,,,,261144.0,1277604,,,2156253,,,99954.0,,,,,31275.0,,,,,,,,,101063.0,131051.00,,,88208.0,,,24279.0,,,,,17895.0,,,,,,,,,1745602.0,2117992,,,4046851,ARC	271984		/Tir-Cities Taxi	530679		,,530679.0,,,,,271984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121567.0,139617.0,,,88208.0,,,24279.0,,,,,17895.0,,,,,,,,,2029220.0,2307999,,,4046851,,,530679.0,,,,,271984,,,,,,,,,,,,,
