AgencyYr,revenueindex,rpKey,Agnc,Yr,fta_5307_op,fta_5307_prv,fta_5311_op,fta_5316_op,fta_other_op,fta_op_other_spec,st_op_rmg,st_op_regmg,st_op_sng,st_op_ste,st_op_stod,st_op_other,st_op_other_spec,fta_5307_cg,fta_5309_cg,fta_5310_cg,fta_5311_cg,fta_5316_cg,Fstp_grnt_cg,fed_other_grnt_cg,fta_cg_other_spec,st_cg_rmg,st_cg_sng,st_cg_regmg,st_cg_ste,st_ct_van,st_cg_other,st_cg_other_spec,sales_tax,utility_tax,mvet,other_ad,other_int,other_gain,other_rev,other_rev_spec,dec_res,inc_res,Comments,expense_key,rpKey,Agnc,Yr,interest,principal,local_cap,deprec,Otra_exp_num,gen_fund,unrest_cash,oper_res,work_cap,cap_res_fund,cont_res,debt_ser_fund,insur_fund,other_balace,Comments,rpKey,Agnc,Yr,rvh_do_fixed,rvh_do_light,rvh_do_route,rvh_do_demand,rvh_do_van,rvh_do_CB,rvh_do_RB,rvh_do_SR,rvh_do_TB,rvh_pt_fixed,rvh_pt_ferry,rvh_pt_com,rvh_pt_light,rvh_pt_route,rvh_pt_demand,rvh_pt_CB,rvh_pt_RB,rvh_pt_DT,rvh_pt_SR,rvh_pt_TB,tvh_do_fixed,tvh_do_light,tvh_do_route,tvh_do_demand,tvh_do_van,tvh_do_CB,tvh_do_RB,tvh_do_SR,tvh_do_TB,tvh_pt_fixed,tvh_pt_ferry,tvh_pt_com,tvh_pt_light,tvh_pt_route,tvh_pt_demand,tvh_pt_CB,tvh_pt_RB,tvh_pt_DT,tvh_pt_SR,tvh_pt_TB,rvm_do_fixed,rvm_do_light,rvm_do_route,rvm_do_demand,rvm_do_van,rvm_do_CB,rvm_do_RB,rvm_do_SR,rvm_do_TB,rvm_pt_fixed,rvm_pt_ferry,rvm_pt_com,rvm_pt_light,rvm_pt_route,rvm_pt_demand,rvm_pt_CB,rvm_pt_RB,rvm_pt_DT,rvm_pt_SR,rvm_pt_TB,tvm_do_fixed,tvm_do_light,tvm_do_route,tvm_do_demand,tvm_do_van,tvm_do_CB,tvm_do_RB,tvm_do_SR,tvm_do_TB,tvm_pt_fixed,tvm_pt_ferry,tvm_pt_com,tvm_pt_light,tvm_pt_route,tvm_pt_demand,tvm_pt_CB,tvm_pt_RB,tvm_pt_DT,tvm_pt_SR,tvm_pt_TB,psgr_do_fixed,psgr_do_light,psgr_do_route,psgr_do_demand,psgr_do_van,psgr_do_CB,psgr_do_RB,psgr_do_SR,psgr_do_TB,psgr_pt_fixed,psgr_pt_ferry,psgr_pt_com,psgr_pt_light,psgr_pt_route,psgr_pt_demand,psgr_pt_CB,psgr_pt_RB,psgr_pt_DT,psgr_pt_SR,psgr_pt_TB,dfc_do_fixed,dfc_do_route,dfc_do_demand,dfc_do_van,dfc_do_CB,dfc_do_RB,dfc_pt_fixed,dfc_pt_ferry,dfc_pt_com,dfc_pt_route,dfc_pt_demand,dfc_pt_CB,dfc_pt_RB,dfc_pt_DT,pfc_do_fixed,pfc_do_route,pfc_do_demand,pfc_do_van,pfc_do_CB,pfc_do_RB,pfc_pt_fixed,pfc_pt_route,pfc_pt_demand,pfc_pt_CB,pfc_pt_RB,pfc_pt_DT,gfc_do_fixed,gfc_do_route,gfc_do_demand,gfc_do_van,gfc_do_CB,gfc_do_RB,gfc_pt_fixed,gfc_pt_route,gfc_pt_demand,gfc_pt_CB,gfc_pt_RB,gfc_pt_DT,elc_do_fixed,elc_do_light,elc_do_SR,elc_do_TB,elc_pt_fixed,elc_pt_light,elc_pt_SR,elc_pt_TB,cng_do_fixed,cng_do_route,cng_do_demand,cng_do_CB,cng_do_RB,cng_pt_fixed,cng_pt_route,cng_pt_demand,cng_pt_CB,cng_pt_RB,fte_do_fixed,fte_do_light,fte_do_route,fte_do_demand,fte_do_van,fte_do_CB,fte_do_RB,fte_do_SR,fte_do_TB,fte_pt_fixed,fte_pt_ferry,fte_pt_com,fte_pt_light,fte_pt_route,fte_pt_demand,fte_pt_CB,fte_pt_RB,fte_pt_DT,fte_pt_SR,fte_pt_TB,oex_do_fixed,oex_do_light,oex_do_route,oex_do_demand,oex_do_van,oex_do_CB,oex_do_RB,oex_do_SR,oex_do_TB,oex_pt_fixed,oex_pt_ferry,oex_pt_com,oex_pt_light,oex_pt_route,oex_pt_demand,oex_pt_CB,oex_pt_RB,oex_pt_DT,oex_pt_SR,oex_pt_TB,rev_do_fixed,rev_do_light,rev_do_route,rev_do_demand,rev_do_van,rev_do_CB,rev_do_RB,rev_do_SR,rev_do_TB,rev_pt_fixed,rev_pt_ferry,rev_pt_com,rev_pt_light,rev_pt_route,rev_pt_demand,rev_pt_CB,rev_pt_RB,rev_pt_DT,rev_pt_SR,rev_pt_TB,Comments
109,56,{A4F4F784-9AB8-4FD3-B312-7651387E8330},island,2016,0,0,0,0,0,0,0,1334646,687948,1620990,0,0,0,0,68583,0,246241,0,0,0,0,0,0,0,0,311541,18869,0,9545393,0,0,0,7584,0,62311,0,0,3912377,,,,,,,,,,,,,,,,,,,,,{A4F4F784-9AB8-4FD3-B312-7651387E8330},island,2016,35504,0,6204,30278,38281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48202,0,7589,31362,38281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070435,0,162914,339163,982756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188953,0,174925,413168,988811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554878,0,58155,63145,184633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156727,26749,7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906,1691,35941,59092,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0.0,10.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5504483,0,852089,2686709,619471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8044,0,0,0,468081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,95,{7E583DAF-297D-4DA2-9AD8-24E95F17EF3C},island,2015,0,0,360,0,0,0,0,961725,509354,1513765,69412,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,11919,0,8353241,0,0,0,3398,0,164085,"Vehicle surplus, fuel tax and other small refunds.",0,1522232,,67,{7E583DAF-297D-4DA2-9AD8-24E95F17EF3C},island,2015,28635,660545,109942,2083284,0,1358515,0,650000,0,467508,0,0,0,0,,{7E583DAF-297D-4DA2-9AD8-24E95F17EF3C},island,2015,34110,0,5503,28325,40602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46942,0,6799,30696,40602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039432,0,146792,333284,1118884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169593,0,155683,407084,1124447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564077,0,39893,57190,210204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150024,24261,8885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8921,1443,35342,68041,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0.0,9.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5577207,0,949559,2896498,699142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,57,{9FA06AED-5E1E-4E8A-8FF8-3F3E68825381},jefferson,2016,0,0,624560,0,0,0,6852,0,173217,257958,0,0,0,0,0,0,907,0,44266,0,0,0,0,70750,0,0,0,0,4567996,0,0,0,16495,397512,26383,"Local contribution for Olympic Connection service, risk mgmt funding and other non-transportation revenue",0,1276321,,72,{9FA06AED-5E1E-4E8A-8FF8-3F3E68825381},jefferson,2016,36168,45000,475494,681440,0,0,1262327,1172000,0,3168037,0,119277,0,0,,{9FA06AED-5E1E-4E8A-8FF8-3F3E68825381},jefferson,2016,15439,0,4711,5220,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15747,0,4805,5658,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423221,0,149262,54428,77040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454429,0,150716,71610,84112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244114,0,16796,12134,11974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84308,11523,3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5483,2648,5074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63,0.0,2.52,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2777360,0,380051,762160,44909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147230,0,4821,10964,43810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,96,{D43273F8-EF9E-4C34-B54D-CD3CE5BF29E5},jefferson,2015,0,0,627511,0,0,0,3355,0,117157,325048,21393,0,0,0,0,0,468187,0,791588,0,0,0,0,0,0,0,0,0,4042958,0,0,0,3896,172,19000,0,0,1360831,,73,{D43273F8-EF9E-4C34-B54D-CD3CE5BF29E5},jefferson,2015,51582,30000,1782097,533624,0,0,410403,950000,0,2113716,0,98992,0,0,,{D43273F8-EF9E-4C34-B54D-CD3CE5BF29E5},jefferson,2015,15274,0,4746,4674,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15579,0,4841,5630,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423929,0,145967,49624,79245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448807,0,150169,65532,80830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245115,0,16755,12154,13612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82489,13629,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949,2360,5009,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.82,0.0,2.46,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2854229,0,391596,722402,46830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146009,0,4356,10219,44581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,58,{1F59DDE0-577A-49FD-A498-516E1F722E69},king,2016,0,47224497,0,50891,749758,"FTA Clean Fuels Program(§5308), MAP-21 State of Good Repair (§5337), Transit Investment for Greenhouse Gas and Energy (88 P.L111-68), Highways and Local Programs",0,2719659,0,0,0,5990239,Job access; general admin ADA sponsored; ADA TLT; F-Line funding; Park-and-ride efficiency; ORCA marketing and TDM; bus travel training; interlocal grants: commute trip reduction,9881725,1136219,0,0,0,0,69682783,"MAP-21 State of Good Repair(§5337), MAP-21 Bus & Bus Facilities Formula (§5339), Other USDOT Grants (88 P.L111-68 Transit Investment for Greenhouse Gas and Energy, Highways and Local Programs)",0,0,0,0,0,2337877,WSDOT,567127402,28880005,0,5818579,20195667,0,56436733,"South Lake Union Streetcar reimbursement, Alaskan Way Viaduct mitigation payments, ORCA card fees, Revenues accrued through a Purchased Transportation Agreement with a NTD reporting agency",0,0,,79,{1F59DDE0-577A-49FD-A498-516E1F722E69},king,2016,4633795,14332285,174347753,130612649,0,0,0,0,0,0,0,20590530,0,393662638,,{1F59DDE0-577A-49FD-A498-516E1F722E69},king,2016,2912537,0,0,0,542570,0,0,39473,450368,0,0,0,0,83267,585957,0,0,43782,0,0,3290525,0,0,0,542570,0,0,40589,465872,0,0,0,0,95008,672542,0,0,43782,0,0,32450352,0,0,0,14879325,0,0,191472,3063847,0,0,0,0,1141071,7934195,0,0,1336929,0,0,41037935,0,0,0,14879325,0,0,195009,3194807,0,0,0,0,1443318,9380470,0,0,1336929,0,0,100924130,0,0,0,3540537,0,0,1358297,18999529,0,0,0,0,978883,870779,0,0,110664,0,0,10151916,0,0,0,0,0,0,0,0,33976,439823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919256,0,0,0.0,162009,527723,0,0,0,226958,0,869314,19655645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415.2,0.0,0.0,0.0,26.4,0.0,0.0,49.1,353.7,0.0,0.0,0.0,0.0,4.9,613.8,0.0,0.0,0.0,0.0,0.0,468335939,0,0,0,9042388,0,0,8986612,64943073,0,0,0,0,9226897,58770690,0,0,1338999,0,0,139001364,0,0,0,7293271,0,0,1250080,22872383,0,0,0,0,1229557,957269,0,0,440457,0,0,
123,97,{5BC3E9BF-79A4-4256-9A8B-277EB4116F23},king,2015,0,23448078,0,35477,710517,"FTA Clean Fuels Program (§5308), Other USDOT Grant (Highways and Local Programs),  Other Federal Funds (Homeland Security)",0,0,0,0,2959869,5042308,Washington State Emergency Management Funds and Washington State Department of Transportation,16477915,3783389,0,0,0,0,62821830,"MAP-21 State of Good Repair(§5337), MAP-21 Bus & Bus Facilities Formula (§5339), Other USDOT Grants",0,0,0,0,0,1505690,Washington State Department of Transportation,521141057,26179248,0,5425765,35602222,0,52791586,"Auxiliary Transportation Funds, revenues accrued through an agreement with Sound Transit",0,0,,80,{5BC3E9BF-79A4-4256-9A8B-277EB4116F23},king,2015,5794889,10869458,71983512,126599006,0,0,0,0,0,0,0,16664347,0,547170388,,{5BC3E9BF-79A4-4256-9A8B-277EB4116F23},king,2015,2727991,0,0,0,512680,0,0,12130,410032,0,0,0,0,78165,541381,0,0,43515,0,0,3106165,0,0,0,512680,0,0,12306,426669,0,0,0,0,88499,623109,0,0,43515,0,0,31651853,0,0,0,14693548,0,0,59960,2827567,0,0,0,0,1068355,6705640,0,0,1257248,0,0,39444808,0,0,0,14693548,0,0,60336,2952113,0,0,0,0,1326685,8109136,0,0,1257248,0,0,101362881,0,0,0,3561397,0,0,622219,18769283,0,0,0,0,940099,902627,0,0,110020,0,0,9991220,0,0,0,0,0,0,0,0,25823,448802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906419,0,0,0.0,159415,572421,0,0,0,0,0,491047,16475282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245.7,0.0,0.0,0.0,27.7,0.0,0.0,18.6,336.5,0.0,0.0,0.0,0.0,3.7,625.3,0.0,0.0,0.0,0.0,0.0,445920338,0,0,0,8916088,0,0,2825030,63266748,0,0,0,0,8353828,60602861,0,0,1204545,0,0,136162762,0,0,0,7121362,0,0,465698,22028748,0,0,0,0,1180841,983881,0,0,430252,0,0,
126,59,{1C268C6D-188B-4293-BFFA-EDB9130FF9F0},kitsap,2016,0,944,0,0,89496,0,0,0,0,0,0,82735,0,6866116,0,0,0,0,0,76639,0,0,0,1452025,0,0,3693671,0,34579744,0,0,134157,97371,174898,444136,"Parking Lot fees, rental income from leases, and ORCA card fees.",0,0,,84,{1C268C6D-188B-4293-BFFA-EDB9130FF9F0},kitsap,2016,114918,686088,6980355,6980355,0,0,12132771,0,0,0,700000,404178,0,178617,,{1C268C6D-188B-4293-BFFA-EDB9130FF9F0},kitsap,2016,123882,0,0,87169,24841,0,0,0,0,0,5991,0,0,0,0,0,0,42,0,0,148073,0,0,94715,24841,0,0,0,0,0,6198,0,0,0,0,0,0,42,0,0,2061372,0,0,1276540,819381,0,0,0,0,0,44803,0,0,0,0,0,0,946,0,0,2502140,0,0,1405008,819381,0,0,0,0,0,46058,0,0,0,0,0,0,946,0,0,2590434,0,0,290394,175920,0,0,0,0,0,487279,0,0,0,0,0,0,112,0,0,478330,0,113895,5405,0,0,0,51638,0,0,0,0,0,0,0,0,59297,0,0,0,0,0,0,0,0,0,0,0,1869,46078,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,0.0,0.0,77.0,3.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20268078,0,0,10852630,959633,0,0,0,0,0,2239557,0,0,0,0,0,0,8164,0,0,4147052,0,0,311177,481700,0,0,0,0,0,496009,0,0,0,0,0,0,0,0,0,
127,98,{94322E88-9EE6-40A1-83A5-632098C5BE96},kitsap,2015,0,299102,0,0,29230,FHWA and State of Good Repair funds for preventative maintenance,433956,0,219792,0,139369,82735,0,4754899,115785,0,0,0,0,57527,FHWA and State of Good Repair capital grant funding,0,0,1559288,0,0,1077773,Dept of Ecology,31974492,0,0,102845,76487,11399,474868,"parking, rental income, and other income",0,4298694,,85,{94322E88-9EE6-40A1-83A5-632098C5BE96},kitsap,2015,85861,464475,2944679,6978905,0,0,10700017,0,0,4316777,700000,370784,0,1408879,,{94322E88-9EE6-40A1-83A5-632098C5BE96},kitsap,2015,127888,0,0,85429,30531,0,0,0,0,0,5951,0,0,0,0,0,0,0,0,0,149647,0,0,92911,30351,0,0,0,0,0,6152,0,0,0,0,0,0,0,0,0,1981899,0,0,1297450,960552,0,0,0,0,0,44947,0,0,0,0,0,0,0,0,0,2416322,0,0,1422336,960552,0,0,0,0,0,46233,0,0,0,0,0,0,0,0,0,2809535,0,0,305544,205418,0,0,0,0,0,492857,0,0,0,0,0,0,0,0,0,460736,0,132905,9398,0,0,0,45034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136,50867,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,0.0,0.0,88.1,5.2,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19155038,0,0,10179430,1042233,0,0,0,0,0,1872412,0,0,0,0,0,0,0,0,0,4866090,0,0,372561,596936,0,0,0,0,0,834621,0,0,0,0,0,0,0,0,0,
131,60,{5B3C91DA-C856-473C-A426-67E4457B3B01},link,2016,2160420,0,337500,0,124676,Section 5310 Special Needs,0,624000,291216,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,11872514,0,0,42061,47068,0,77162,"Building Lease - $72,376; ATM Fees - $1,075; Cleaning Contract - $1,120; Jury Duty Reimb - $40; Restitution - $46; Copy Fees - $5; WSTIP Grant - $2,500",0,645515,,89,{5B3C91DA-C856-473C-A426-67E4457B3B01},link,2016,0,0,989562,2422928,0,1018524,6192213,0,0,2381004,1580000,0,0,0,,{5B3C91DA-C856-473C-A426-67E4457B3B01},link,2016,72080,0,11892,17682,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,77174,0,13037,18814,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,1455327,0,295341,217879,0,0,0,0,0,0,0,0,0,0,3217,0,0,0,0,0,1521440,0,319120,250586,0,0,0,0,0,0,0,0,0,0,5441,0,0,0,0,0,909420,0,72493,49533,0,0,0,0,0,0,0,0,0,0,3151,0,0,0,0,0,229216,12047,0,0,0,0,0,0,0,0,0,0,0,0,74104,0,0,0,0,0,0,0,0,0,0,0,0,6559,8816,0,0,0,0.0,0,453,0,0,0,69678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6,0.0,12.8,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9037317,0,1495686,1958540,0,0,0,0,0,0,0,0,0,0,52695,0,0,0,0,0,558829,0,44658,32380,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,
132,99,{E574C5C8-108B-476D-96B0-C1850070C391},link,2015,1775953,0,364515,112500,77400,Section 5310 Special Needs,0,312000,251204,0,71004,0,0,0,0,0,0,0,0,371339,"Section 5339 Bus & Bus Facilities - $15,257; ARRA TIGGER - $356,082",0,0,0,0,0,0,0,10856510,0,0,38863,14308,15770,75350,"Building Lease - $67,811; ATM Fees - $2,779; Salvage Metal - $1,171; Cleaning Contract - $800; Restitution - $83; Jury Duty Reimb - $60; Unclaimed Property - $146; WSTIP Grant - $2,500",0,245870,,90,{E574C5C8-108B-476D-96B0-C1850070C391},link,2015,0,0,721068,2263329,0,1769334,3301208,0,0,1755489,1560000,0,0,0,,{E574C5C8-108B-476D-96B0-C1850070C391},link,2015,68388,0,11847,18276,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,73291,0,12731,19336,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,1437454,0,249699,223673,0,0,0,0,0,0,0,0,0,0,7394,0,0,0,0,0,1513417,0,262894,262411,0,0,0,0,0,0,0,0,0,0,8308,0,0,0,0,0,929572,0,80832,49952,0,0,0,0,0,0,0,0,0,0,2977,0,0,0,0,0,193106,40679,318,0,0,0,0,0,0,0,0,0,0,0,59132,0,0,0,0,0,0,0,0,0,0,0,6162,1298,13643,0,0,0,0.0,0,692,0,0,0,71804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,0.0,12.6,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7987380,0,1387479,1905571,0,0,0,0,0,0,0,0,0,0,50210,0,0,0,0,0,574129,0,49924,32690,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,
138,61,{6416F91B-A61C-4AAC-914C-3A365695FD0C},Makah Nation,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95,{6416F91B-A61C-4AAC-914C-3A365695FD0C},Makah Nation,2016,0,0,0,0,0,88480,0,0,0,0,0,0,0,0,,{6416F91B-A61C-4AAC-914C-3A365695FD0C},Makah Nation,2016,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,62,{F18EFBE8-A475-412D-90C2-6FE7838666AD},mason,2016,0,0,1019720,0,14323,0,254429,162780,510076,1002789,0,15075,0,0,65536,0,0,0,0,158207,CFDA-5339 ROOF REPLACEMENT,0,0,162165,0,0,0,0,4070658,0,0,0,18736,17090,156088,"sales of maintenance services, rental income, insurance recovery, safety grant, other non transportation revenue",0,1775000,,98,{F18EFBE8-A475-412D-90C2-6FE7838666AD},mason,2016,0,0,115680,1282761,0,0,3109275,2000000,0,248000,0,0,0,1190282,,{F18EFBE8-A475-412D-90C2-6FE7838666AD},mason,2016,0,0,36126,22608,3598,4065,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,36226,30741,3598,4065,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,614249,332234,187696,119530,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,615846,380233,187696,119530,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,408301,47656,29167,21507,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,91548,48930,0,17363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12253,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,32.5,17.4,0.4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3844032,2124340,115645,748860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266341,0,105050,19792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,100,{50D6F765-C812-46BF-AB0B-AB450FD8D809},mason,2015,0,0,1174751,0,0,0,148583,24707,329685,297058,37334,0,0,0,1474999,0,217793,0,0,42419,Transportation Alternative Program,0,0,0,0,0,0,0,3833979,0,0,0,6720,8700,122397,"Sales of maintenance service, rental income, donations",1050000,0,,99,{50D6F765-C812-46BF-AB0B-AB450FD8D809},mason,2015,0,0,1672011,1043864,0,0,980850,2000000,0,1600105,0,0,0,380160,,{50D6F765-C812-46BF-AB0B-AB450FD8D809},mason,2015,0,0,27892,20389,5335,3074,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,29499,27332,5335,3193,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,551892,317192,217701,64191,0,0,0,0,0,0,0,24417,0,0,0,0,0,0,0,0,578841,364373,217701,65303,0,0,0,0,0,0,0,24417,0,0,0,0,0,0,0,0,400789,50399,34917,26073,0,0,0,0,0,0,0,6853,0,0,0,0,0,0,0,74634,46324,0,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15181,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,23.81,20.52,0.4,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3710498,2303068,156804,383845,0,0,0,0,0,0,0,65767,0,0,0,0,0,0,0,0,291649,0,126473,26689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,63,{3C27048A-1098-49B2-A78E-56AA0E2C62D1},Muckleshoot Indian Tribe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,102,{3C27048A-1098-49B2-A78E-56AA0E2C62D1},Muckleshoot Indian Tribe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,{3C27048A-1098-49B2-A78E-56AA0E2C62D1},Muckleshoot Indian Tribe,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
